"CRF_NAME","CRF_LABEL","FIELD_NAME","FIELD_TEXT","FIELD_FORMAT","FIELD_LENGTH","FIELD_DECIML","FIELD_UNITS","FIELD_CODE","FIELD_NOTES"
"RUIB","Resource Use Inventory - Brief","LOST","4c. In the past 3 months, have you lost time in volunteer work or paid employment due to health reasons?","numeric","1",0,NA,"1=Yes;0=No",NA
"RUIB","Resource Use Inventory - Brief","LOSTHRS","If yes, how many hours per week","numeric","3",0,"hours","1..80",NA
"RUIB","Resource Use Inventory - Brief","RESIDENCE","5. Have you changed your residence in the past year?","numeric","1",0,NA,"1=Yes;0=No",NA
"RUIB","Resource Use Inventory - Brief","RESTYPE","If Yes, please select the best description of your new residence:","numeric","1",0,NA,"1=Independent Living (House, Apartment, Retirement Community);2=Moved in with family;3=Senior Residence;4=Assisted Living;5=Skilled Nursing Facility;6=Other (specify)",NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","BID",NA,"text","38 digits",0,NA,NA,NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","RECNO",NA,"numeric","38 digits",0,NA,NA,NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","BR1NIGHT","Number of Nights","numeric","3",0,NA,NA,NA
"RUIB1","Resource Use Inventory - Brief: Hospital Admissions Log","BR1TYPE","Diagnosis Type","text","20",0,NA,"1=1: Infection; 2=2: Surgery; 3=3: Metabolic; 4=4: Behavioral/Psychiatric; 5=5: Other; 6=6: Elective","Select all that apply"
"SPINFO","Study Partner Information","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"SPINFO","Study Partner Information","BID",NA,"text","38 digits",0,NA,NA,NA
"SPINFO","Study Partner Information","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"SPINFO","Study Partner Information","RECNO",NA,"numeric","38 digits",0,NA,NA,NA
"SPINFO","Study Partner Information","BPID","Study Partner ID Number:","numeric","20",0,NA,NA,NA
"SPINFO","Study Partner Information","INFRELAT","Relationship of the study partner to the participant","numeric","2",0,NA,"1=Spouse; 2=Adult child; 3=Child-in-law; 4=Other relative; 5=Friend/Companion; 6=Paid caregiver (specify); 7=Other (specify)",NA
"SPINFO","Study Partner Information","INFGENDER","Gender of study partner","numeric","1",0,NA,"1=Male; 2=Female",NA
"SPINFO","Study Partner Information","INFAGE","Is study partner 90 or older?","numeric","1",0,NA,"1=Yes; 0=No",NA
"SPINFO","Study Partner Information","INFAGESP","If No, age of study partner:","numeric","2",0,NA,"18..89",NA
"SPINFO","Study Partner Information","INFLIVE","Do the study partner and participant live together?","numeric","1",0,NA,"1=Yes; 0=No",NA
"SPINFO","Study Partner Information","INFHRS","How many hours per week does the study partner spend with the participant in-person?","numeric","3",0,NA,"0..168","Range 0-168"
"SPINFO","Study Partner Information","INFHRSOT","Other than in-person, how many hours per week does the study partner spend with the participant?","numeric","3",0,NA,"0..168","Range 0-168"
"VIEWS","Views & Perceptions of Amyloid Imaging","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"VIEWS","Views & Perceptions of Amyloid Imaging","BID",NA,"text","38 digits",0,NA,NA,NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"VIEWS","Views & Perceptions of Amyloid Imaging","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VMETHOD","Method of Collection:","numeric","1",0,NA,"1=In-person/Self;2=By phone/Interview",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VSEEK","1. To seek information on preventative measures (e.g., change diet, exercise, or other lifestyle changes)","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VEASE","2. To put my mind at ease if I found out I do not have elevated amyloid on my PET scan.","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VRISK","3. To know more about my risk of developing Alzheimer's disease dementia.","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VPART","4. To be able to participate in anti-amyloid clinical trials (such as the A4 trial)","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VCNTRB","5. The desire to contribute to research on Alzheimer's disease","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VAFFAIR","6. To arrange my personal affairs","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VCNFRM","7. To confirm the feeling that I might already be developing symptoms of Alzheimer's disease dementia","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VPREP","8. To prepare my family for my possible illness in the future","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VCURIOUS","9. Curiosity","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VIEWS","Views & Perceptions of Amyloid Imaging","VOTHER","10. Other (please list)","numeric","1",0,NA,"1=Not at all;2=A little;3=Somewhat;4=Very;5=Extremely",NA
"VITALS","Vital Signs","SUBSTUDY",NA,"text",NA,NA,NA,NA,NA
"VITALS","Vital Signs","BID",NA,"text","38 digits",0,NA,NA,NA
"VITALS","Vital Signs","VISCODE",NA,"text","20 characters",0,NA,NA,NA
"VITALS","Vital Signs","DONE","Was assessment/procedure done?","numeric","1",0,NA,"1=Yes;0=No",NA
"VITALS","Vital Signs","NDREASON","If No, reason not done:","numeric","1",0,NA,"1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown",NA
"VITALS","Vital Signs","VSWEIGHT","1a. Weight","numeric","4,1",1,NA,NA,"60-500lbs or 27-227kg"
"VITALS","Vital Signs","VSWTUNIT","1b. Weight units","numeric","1",0,NA,"1=Pounds;2=Kilograms",NA
"VITALS","Vital Signs","STDWT","Standard Weight","numeric","4,1",1,"kg",NA,"pounds / 2.2 = kilograms"
"VITALS","Vital Signs","VSHEIGHT","2a. Height","numeric","4,1",1,NA,NA,"50-84in or 127-214cm"
"VITALS","Vital Signs","VSHTUNIT","2b. Height Units","numeric","1",0,NA,"1=Inches;2=Centimeters",NA
"VITALS","Vital Signs","STDHT","Standard Height","numeric","4,1",1,"cm",NA,"inches * 2.54 = centimeters"
"VITALS","Vital Signs","VSBPSYS","3a. Systolic","numeric","3",0,"mmHg","70..250","70-250 mmHg"
"VITALS","Vital Signs","VSBPDIA","3b. Diastolic","numeric","3",0,"mmHg","36..130","36-130 mmHg"
"VITALS","Vital Signs","VSPULSE","4. Seated Pulse Rate","numeric","3",0,"bpm","30..180","30-180 bpm"
"VITALS","Vital Signs","VSRESP","5. Respirations","numeric","2",0,"rpm","4..50","4-50 rpm"
"VITALS","Vital Signs","VSTEMP","6a. Temperature","numeric","4,1",1,NA,NA,"33-40C or 93-105F"
"VITALS","Vital Signs","VSTEMPUN","6b. Temperature Units","numeric","1",0,NA,"1=Fahrenheit;2=Celsius",NA
"VITALS","Vital Signs","VSTMPSRC","6c. Temperature Source","numeric","1",0,NA,"1=Oral; 2=Tympanic; 3=Other",NA
"VITALS","Vital Signs","STDTEMP","Standard Temperature","numeric","4,1",1,"Celsius",NA,"(F - 32) * 5/9 = C"
